0.026605,-0.0098585
0.026513,-0.0099535
0.02642,-0.010054
0.026327,-0.010159
0.026233,-0.010269
0.026139,-0.010384
0.026044,-0.010504
0.025948,-0.010628
0.025852,-0.010757
0.025755,-0.010889
0.025658,-0.011026
0.02556,-0.011166
0.025462,-0.01131
0.025363,-0.011457
0.025263,-0.011608
0.025163,-0.011761
0.025063,-0.011918
0.024962,-0.012076
0.024861,-0.012238
0.024759,-0.012401
0.024658,-0.012567
0.024556,-0.012734
0.024454,-0.012902
0.024353,-0.013073
0.024251,-0.013244
0.024149,-0.013416
0.024048,-0.013589
0.023948,-0.013763
0.023847,-0.013936
0.023748,-0.014111
0.023649,-0.014285
0.023551,-0.014458
0.023454,-0.014632
0.023358,-0.014805
0.023263,-0.014977
0.02317,-0.015148
0.023078,-0.015318
0.022988,-0.015487
0.0229,-0.015655
0.022813,-0.015821
0.022729,-0.015985
0.022647,-0.016148
0.022568,-0.016308
0.022491,-0.016467
0.022417,-0.016623
0.022346,-0.016777
0.022277,-0.016928
0.022213,-0.017077
0.022151,-0.017224
0.022093,-0.017367
0.022038,-0.017508
0.021988,-0.017646
0.021941,-0.017781
0.021898,-0.017913
0.021859,-0.018042
0.021825,-0.018167
0.021795,-0.01829
0.02177,-0.01841
0.021749,-0.018526
0.021733,-0.018638
0.021722,-0.018748
0.021715,-0.018854
0.021714,-0.018957
0.021718,-0.019057
0.021727,-0.019153
0.021741,-0.019246
0.021761,-0.019336
0.021786,-0.019422
0.021816,-0.019506
0.021851,-0.019586
0.021893,-0.019663
0.021939,-0.019736
0.021991,-0.019807
0.022049,-0.019874
0.022112,-0.019939
0.02218,-0.02
0.022255,-0.020058
0.022334,-0.020114
0.022419,-0.020167
0.022509,-0.020217
0.022605,-0.020264
0.022706,-0.020309
0.022813,-0.020352
0.022924,-0.020391
0.023041,-0.020429
0.023163,-0.020464
0.023289,-0.020497
0.023421,-0.020528
0.023557,-0.020556
0.023698,-0.020583
0.023843,-0.020608
0.023993,-0.020631
0.024147,-0.020652
0.024305,-0.020672
0.024466,-0.02069
0.024632,-0.020706
0.024802,-0.020721
0.024974,-0.020735
0.02515,-0.020748
0.025329,-0.020759
0.025511,-0.020769
0.025696,-0.020778
0.025883,-0.020787
0.026073,-0.020794
0.026264,-0.0208
0.026458,-0.020806
0.026653,-0.02081
0.026849,-0.020814
0.027047,-0.020818
0.027246,-0.02082
0.027446,-0.020822
0.027646,-0.020824
0.027846,-0.020824
0.028047,-0.020824
0.028248,-0.020824
0.028448,-0.020823
0.028648,-0.020821
0.028847,-0.020818
0.029045,-0.020815
0.029242,-0.020811
0.029437,-0.020807
0.029631,-0.020801
0.029823,-0.020795
0.030013,-0.020788
0.030201,-0.02078
0.030386,-0.020771
0.030569,-0.020761
0.030748,-0.02075
0.030925,-0.020738
0.031098,-0.020724
0.031269,-0.02071
0.031435,-0.020693
0.031598,-0.020676
0.031757,-0.020656
0.031912,-0.020636
0.032062,-0.020613
0.032209,-0.020589
0.03235,-0.020562
0.032488,-0.020534
0.03262,-0.020504
0.032748,-0.020471
0.032871,-0.020437
0.032988,-0.0204
0.033101,-0.02036
0.033209,-0.020319
0.033311,-0.020274
0.033408,-0.020228
0.033499,-0.020178
0.033586,-0.020126
0.033666,-0.020071
0.033742,-0.020013
0.033811,-0.019952
0.033876,-0.019888
0.033935,-0.019822
0.033988,-0.019752
0.034036,-0.019679
0.034078,-0.019603
0.034115,-0.019523
0.034146,-0.019441
0.034172,-0.019355
0.034193,-0.019266
0.034208,-0.019174
0.034219,-0.019078
0.034223,-0.018979
0.034223,-0.018877
0.034218,-0.018771
0.034208,-0.018663
0.034193,-0.01855
0.034173,-0.018435
